game_nbr,player_count,choose_highest,allow_tray_runout,allow_shelter_runout,path_th,run_time_s
123,4,True,False,False,10,0.03298068046569824
124,4,True,False,False,10,0.021985530853271484
125,4,True,False,False,10,0.027982234954833984
126,4,True,False,False,10,0.024983882904052734
127,4,True,False,False,10,0.020987987518310547
128,4,True,False,False,10,0.0259859561920166
129,4,True,False,False,10,0.022985458374023438
130,4,True,False,False,10,0.025983572006225586
131,4,True,False,False,10,0.021986961364746094
132,4,True,False,False,10,0.019988059997558594
133,4,True,False,False,10,0.020985841751098633
134,4,True,False,False,10,0.01599287986755371
135,4,True,False,False,10,0.02098560333251953
136,4,True,False,False,10,0.02798175811767578
137,4,True,False,False,10,0.022984743118286133
138,4,True,False,False,10,0.018988370895385742
139,4,True,False,False,10,0.027982473373413086
140,4,True,False,False,10,0.02798318862915039
141,4,True,False,False,10,0.03597688674926758
142,4,True,False,False,10,0.021986961364746094
143,4,True,False,False,10,0.026982545852661133
144,4,True,False,False,10,0.018988370895385742
145,4,True,False,False,10,0.01598954200744629
146,4,True,False,False,10,0.01998758316040039
147,4,True,False,False,10,0.015990018844604492
148,4,True,False,False,10,0.03397941589355469
149,4,True,False,False,10,0.02598404884338379
150,4,True,False,False,10,0.018988370895385742
151,4,True,False,False,10,0.030978679656982422
152,4,True,False,False,10,0.024985313415527344
153,4,True,False,False,10,0.027982234954833984
154,4,True,False,False,10,0.031980276107788086
155,4,True,False,False,10,0.03197956085205078
156,4,True,False,False,10,0.017989158630371094
157,4,True,False,False,10,0.014989376068115234
158,4,True,False,False,10,0.016988039016723633
159,4,True,False,False,10,0.016989707946777344
160,4,True,False,False,10,0.020987272262573242
161,4,True,False,False,10,0.020987272262573242
162,4,True,False,False,10,0.0199887752532959
163,4,True,False,False,10,0.02898263931274414
164,4,True,False,False,10,0.03597688674926758
165,4,True,False,False,10,0.028981447219848633
166,4,True,False,False,10,0.026984691619873047
167,4,True,False,False,10,0.020987510681152344
168,4,True,False,False,10,0.026981830596923828
169,4,True,False,False,10,0.023983001708984375
170,4,True,False,False,10,0.020987510681152344
171,4,True,False,False,10,0.020984649658203125
172,4,True,False,False,10,0.02498459815979004
173,4,True,False,False,10,0.023984909057617188
174,4,True,False,False,10,0.024981260299682617
175,4,True,False,False,10,0.017987489700317383
176,4,True,False,False,10,0.018987178802490234
177,4,True,False,False,10,0.024981975555419922
178,4,True,False,False,10,0.020989656448364258
179,4,True,False,False,10,0.0199892520904541
180,4,True,False,False,10,0.018987178802490234
181,4,True,False,False,10,0.022984743118286133
182,4,True,False,False,10,0.021985769271850586
183,4,True,False,False,10,0.02098822593688965
184,4,True,False,False,10,0.01698756217956543
185,4,True,False,False,10,0.023982763290405273
186,4,True,False,False,10,0.022987842559814453
187,4,True,False,False,10,0.016989707946777344
188,4,True,False,False,10,0.02398538589477539
189,4,True,False,False,10,0.025983810424804688
190,4,True,False,False,10,0.03397774696350098
191,4,True,False,False,10,0.028980493545532227
192,4,True,False,False,10,0.028980731964111328
193,4,True,False,False,10,0.019986391067504883
194,4,True,False,False,10,0.017988920211791992
195,4,True,False,False,10,0.019986391067504883
196,4,True,False,False,10,0.02698373794555664
197,4,True,False,False,10,0.024982929229736328
198,4,True,False,False,10,0.01598954200744629
199,4,True,False,False,10,0.019985675811767578
200,4,True,False,False,10,0.14690899848937988
201,4,True,False,False,10,0.022986173629760742
202,4,True,False,False,10,0.02098560333251953
203,4,True,False,False,10,0.034978628158569336
204,4,True,False,False,10,0.02298593521118164
205,4,True,False,False,10,0.0219876766204834
206,4,True,False,False,10,0.02398514747619629
207,4,True,False,False,10,0.014990091323852539
208,4,True,False,False,10,0.02298569679260254
209,4,True,False,False,10,0.01499176025390625
210,4,True,False,False,10,0.02398371696472168
211,4,True,False,False,10,0.019987821578979492
212,4,True,False,False,10,0.016988515853881836
213,4,True,False,False,10,0.01798844337463379
214,4,True,False,False,10,0.02498459815979004
215,4,True,False,False,10,0.023984670639038086
216,4,True,False,False,10,0.0179898738861084
217,4,True,False,False,10,0.01998734474182129
218,4,True,False,False,10,0.020986318588256836
219,4,True,False,False,10,0.017987489700317383
220,4,True,False,False,10,0.023984193801879883
221,4,True,False,False,10,0.01798844337463379
222,4,True,False,False,10,0.014989614486694336
223,4,True,False,False,10,0.01998758316040039
224,4,True,False,False,10,0.018990039825439453
225,4,True,False,False,10,0.0199887752532959
226,4,True,False,False,10,0.0179901123046875
227,4,True,False,False,10,0.012990713119506836
228,4,True,False,False,10,0.019986867904663086
229,4,True,False,False,10,0.015989065170288086
230,4,True,False,False,10,0.024985313415527344
231,4,True,False,False,10,0.02098703384399414
232,4,True,False,False,10,0.026983261108398438
233,4,True,False,False,10,0.01898789405822754
234,4,True,False,False,10,0.02098560333251953
235,4,True,False,False,10,0.014992713928222656
236,4,True,False,False,10,0.0219876766204834
237,4,True,False,False,10,0.014991998672485352
238,4,True,False,False,10,0.016989469528198242
239,4,True,False,False,10,0.01898980140686035
240,4,True,False,False,10,0.01998758316040039
241,4,True,False,False,10,0.02698063850402832
242,4,True,False,False,10,0.024985551834106445
243,4,True,False,False,10,0.03098154067993164
244,4,True,False,False,10,0.025981426239013672
245,4,True,False,False,10,0.030980587005615234
246,4,True,False,False,10,0.18688368797302246
247,4,True,False,False,10,0.02398538589477539
248,4,True,False,False,10,0.028980493545532227
249,4,True,False,False,10,0.02198481559753418
250,4,True,False,False,10,0.022986173629760742
251,4,True,False,False,10,0.019986629486083984
252,4,True,False,False,10,0.017988920211791992
253,4,True,False,False,10,0.025983333587646484
254,4,True,False,False,10,0.02298426628112793
255,4,True,False,False,10,0.01598954200744629
256,4,True,False,False,10,0.02098703384399414
257,4,True,False,False,10,0.01899099349975586
258,4,True,False,False,10,0.017986774444580078
259,4,True,False,False,10,0.015990257263183594
260,4,True,False,False,10,0.017987728118896484
261,4,True,False,False,10,0.023987531661987305
262,4,True,False,False,10,0.020986318588256836
263,4,True,False,False,10,0.020986557006835938
264,4,True,False,False,10,0.020986318588256836
265,4,True,False,False,10,0.017986774444580078
266,4,True,False,False,10,0.019990205764770508
267,4,True,False,False,10,0.017987966537475586
268,4,True,False,False,10,0.01798868179321289
269,4,True,False,False,10,0.012988805770874023
270,4,True,False,False,10,0.01898932456970215
271,4,True,False,False,10,0.022986173629760742
272,4,True,False,False,10,0.02098560333251953
273,4,True,False,False,10,0.02098703384399414
274,4,True,False,False,10,0.013992547988891602
275,4,True,False,False,10,0.0179903507232666
276,4,True,False,False,10,0.023984193801879883
277,4,True,False,False,10,0.028979778289794922
278,4,True,False,False,10,0.019986391067504883
279,4,True,False,False,10,0.021986722946166992
280,4,True,False,False,10,0.02698349952697754
281,4,True,False,False,10,0.029980897903442383
282,4,True,False,False,10,0.02298736572265625
283,4,True,False,False,10,0.023986101150512695
284,4,True,False,False,10,0.018988609313964844
285,4,True,False,False,10,0.014990568161010742
286,4,True,False,False,10,0.030979633331298828
287,4,True,False,False,10,0.025983095169067383
288,4,True,False,False,10,0.128920316696167
289,4,True,False,False,10,0.02298712730407715
290,4,True,False,False,10,0.021984100341796875
291,4,True,False,False,10,0.021987438201904297
292,4,True,False,False,10,0.011991500854492188
293,4,True,False,False,10,0.02898120880126953
294,4,True,False,False,10,0.01699042320251465
295,4,True,False,False,10,0.011993408203125
296,4,True,False,False,10,0.0159909725189209
297,4,True,False,False,10,0.021985769271850586
298,4,True,False,False,10,0.015990018844604492
299,4,True,False,False,10,0.02098846435546875
300,4,True,False,False,10,0.015991926193237305
301,4,True,False,False,10,0.01898813247680664
302,4,True,False,False,10,0.022985219955444336
303,4,True,False,False,10,0.015987396240234375
304,4,True,False,False,10,0.025983333587646484
305,4,True,False,False,10,0.025981426239013672
306,4,True,False,False,10,0.02098679542541504
307,4,True,False,False,10,0.026983261108398438
308,4,True,False,False,10,0.02697920799255371
309,4,True,False,False,10,0.029981374740600586
310,4,True,False,False,10,0.020986080169677734
311,4,True,False,False,10,0.026983022689819336
312,4,True,False,False,10,0.019986867904663086
313,4,True,False,False,10,0.02098870277404785
314,4,True,False,False,10,0.03097987174987793
315,4,True,False,False,10,0.04297375679016113
316,4,True,False,False,10,0.02398538589477539
317,4,True,False,False,10,0.02498602867126465
318,4,True,False,False,10,0.024982452392578125
319,4,True,False,False,10,0.018987178802490234
320,4,True,False,False,10,0.02998185157775879
321,4,True,False,False,10,0.019985437393188477
322,4,True,False,False,10,0.016990184783935547
323,4,True,False,False,10,0.01598978042602539
324,4,True,False,False,10,0.017987728118896484
325,4,True,False,False,10,0.014989852905273438
326,4,True,False,False,10,0.02398514747619629
327,4,True,False,False,10,0.018990755081176758
328,4,True,False,False,10,0.01698756217956543
329,4,True,False,False,10,0.0179898738861084
330,4,True,False,False,10,0.020985126495361328
331,4,True,False,False,10,0.021986007690429688
332,4,True,False,False,10,0.024984121322631836
333,4,True,False,False,10,0.02198624610900879
334,4,True,False,False,10,0.019989728927612305
335,4,True,False,False,10,0.02498459815979004
336,4,True,False,False,10,0.022986412048339844
337,4,True,False,False,10,0.022986173629760742
338,4,True,False,False,10,0.014990806579589844
339,4,True,False,False,10,0.013990640640258789
340,4,True,False,False,10,0.01898503303527832
341,4,True,False,False,10,0.022984743118286133
342,4,True,False,False,10,0.022983789443969727
343,4,True,False,False,10,0.01499176025390625
344,4,True,False,False,10,0.013991355895996094
345,4,True,False,False,10,0.025981426239013672
346,4,True,False,False,10,0.015991687774658203
347,4,True,False,False,10,0.014990568161010742
348,4,True,False,False,10,0.022986650466918945
349,4,True,False,False,10,0.021986961364746094
350,4,True,False,False,10,0.017989397048950195
351,4,True,False,False,10,0.023983478546142578
352,4,True,False,False,10,0.016990184783935547
353,4,True,False,False,10,0.0179903507232666
354,4,True,False,False,10,0.02098679542541504
355,4,True,False,False,10,0.016988754272460938
356,4,True,False,False,10,0.021985530853271484
357,4,True,False,False,10,0.01598954200744629
358,4,True,False,False,10,0.014992475509643555
359,4,True,False,False,10,0.015989303588867188
360,4,True,False,False,10,0.02098536491394043
361,4,True,False,False,10,0.016988277435302734
362,4,True,False,False,10,0.014988422393798828
363,4,True,False,False,10,0.01998734474182129
364,4,True,False,False,10,0.018990755081176758
365,4,True,False,False,10,0.02498483657836914
366,4,True,False,False,10,0.017987966537475586
367,4,True,False,False,10,0.01698923110961914
368,4,True,False,False,10,0.019986629486083984
369,4,True,False,False,10,0.019989490509033203
370,4,True,False,False,10,0.013989448547363281
371,4,True,False,False,10,0.014990806579589844
372,4,True,False,False,10,0.018988370895385742
373,4,True,False,False,10,0.01698923110961914
374,4,True,False,False,10,0.018989086151123047
375,4,True,False,False,10,0.01698923110961914
376,4,True,False,False,10,0.013991355895996094
377,4,True,False,False,10,0.01898932456970215
378,4,True,False,False,10,0.02098703384399414
379,4,True,False,False,10,0.01699090003967285
380,4,True,False,False,10,0.027980566024780273
381,4,True,False,False,10,0.01898646354675293
382,4,True,False,False,10,0.026981115341186523
383,4,True,False,False,10,0.0259859561920166
384,4,True,False,False,10,0.020986318588256836
385,4,True,False,False,10,0.016989469528198242
386,4,True,False,False,10,0.020986557006835938
387,4,True,False,False,10,0.03098130226135254
388,4,True,False,False,10,0.3148026466369629
389,4,True,False,False,10,0.030979156494140625
390,4,True,False,False,10,0.02598428726196289
391,4,True,False,False,10,0.020987749099731445
392,4,True,False,False,10,0.016991376876831055
393,4,True,False,False,10,0.029982328414916992
394,4,True,False,False,10,0.023984670639038086
395,4,True,False,False,10,0.03597664833068848
396,4,True,False,False,10,0.02798318862915039
397,4,True,False,False,10,0.01598834991455078
398,4,True,False,False,10,0.02498483657836914
399,4,True,False,False,10,0.022986173629760742
400,4,True,False,False,10,0.02098703384399414
401,4,True,False,False,10,0.016990184783935547
402,4,True,False,False,10,0.023984909057617188
403,4,True,False,False,10,0.02798295021057129
404,4,True,False,False,10,0.022983551025390625
405,4,True,False,False,10,0.01998734474182129
406,4,True,False,False,10,0.02598428726196289
407,4,True,False,False,10,0.023984432220458984
408,4,True,False,False,10,0.02498340606689453
409,4,True,False,False,10,0.020987749099731445
410,4,True,False,False,10,0.027983903884887695
411,4,True,False,False,10,0.017987966537475586
412,4,True,False,False,10,0.02898263931274414
413,4,True,False,False,10,0.02598261833190918
414,4,True,False,False,10,0.022986412048339844
415,4,True,False,False,10,0.020986080169677734
416,4,True,False,False,10,0.027982711791992188
417,4,True,False,False,10,0.0299832820892334
418,4,True,False,False,10,0.019988059997558594
419,4,True,False,False,10,0.024985074996948242
420,4,True,False,False,10,0.024982929229736328
421,4,True,False,False,10,0.025983095169067383
422,4,True,False,False,10,0.021986961364746094
423,4,True,False,False,10,0.13591647148132324
424,4,True,False,False,10,0.019988536834716797
425,4,True,False,False,10,0.02198648452758789
426,4,True,False,False,10,0.021986007690429688
427,4,True,False,False,10,0.03397798538208008
428,4,True,False,False,10,0.021986722946166992
429,4,True,False,False,10,0.017987489700317383
430,4,True,False,False,10,0.02798008918762207
431,4,True,False,False,10,0.01898789405822754
432,4,True,False,False,10,0.01699042320251465
433,4,True,False,False,10,0.020986318588256836
434,4,True,False,False,10,0.01998591423034668
435,4,True,False,False,10,0.019986629486083984
436,4,True,False,False,10,0.017989397048950195
437,4,True,False,False,10,0.018987417221069336
438,4,True,False,False,10,0.015991926193237305
439,4,True,False,False,10,0.018987655639648438
440,4,True,False,False,10,0.02498340606689453
441,4,True,False,False,10,0.014992237091064453
442,4,True,False,False,10,0.013991594314575195
443,4,True,False,False,10,0.015989303588867188
444,4,True,False,False,10,0.02398395538330078
445,4,True,False,False,10,0.01998734474182129
446,4,True,False,False,10,0.022985458374023438
447,4,True,False,False,10,0.016991376876831055
448,4,True,False,False,10,0.01699090003967285
449,4,True,False,False,10,0.02098703384399414
450,4,True,False,False,10,0.022985458374023438
451,4,True,False,False,10,0.022984027862548828
452,4,True,False,False,10,0.022983551025390625
453,4,True,False,False,10,0.013991355895996094
454,4,True,False,False,10,0.017989158630371094
455,4,True,False,False,10,0.017987489700317383
456,4,True,False,False,10,0.013992786407470703
457,4,True,False,False,10,0.017986774444580078
458,4,True,False,False,10,0.01898813247680664
459,4,True,False,False,10,0.017989158630371094
460,4,True,False,False,10,0.018986940383911133
461,4,True,False,False,10,0.01898956298828125
462,4,True,False,False,10,0.02098536491394043
463,4,True,False,False,10,0.023984432220458984
464,4,True,False,False,10,0.01598954200744629
465,4,True,False,False,10,0.015991687774658203
466,4,True,False,False,10,0.016988039016723633
467,4,True,False,False,10,0.0159912109375
468,4,True,False,False,10,0.016989707946777344
469,4,True,False,False,10,0.018987417221069336
470,4,True,False,False,10,0.014992952346801758
471,4,True,False,False,10,0.023986339569091797
472,4,True,False,False,10,0.2118663787841797
473,4,True,False,False,10,0.024985790252685547
474,4,True,False,False,10,0.017986536026000977
475,4,True,False,False,10,0.019988298416137695
476,4,True,False,False,10,0.01798534393310547
477,4,True,False,False,10,0.021987199783325195
478,4,True,False,False,10,0.026983976364135742
479,4,True,False,False,10,0.027981996536254883
480,4,True,False,False,10,0.021985530853271484
481,4,True,False,False,10,0.015990257263183594
482,4,True,False,False,10,0.01699042320251465
483,4,True,False,False,10,0.01598834991455078
484,4,True,False,False,10,0.018990278244018555
485,4,True,False,False,10,0.022983789443969727
486,4,True,False,False,10,0.015988826751708984
487,4,True,False,False,10,0.015990257263183594
488,4,True,False,False,10,0.021985769271850586
489,4,True,False,False,10,0.0139923095703125
490,4,True,False,False,10,0.017991065979003906
491,4,True,False,False,10,0.014987945556640625
492,4,True,False,False,10,0.01699090003967285
493,4,True,False,False,10,0.01599264144897461
494,4,True,False,False,10,0.020986080169677734
495,4,True,False,False,10,0.03297901153564453
496,4,True,False,False,10,0.022986650466918945
497,4,True,False,False,10,0.017986774444580078
498,4,True,False,False,10,0.02498483657836914
499,4,True,False,False,10,0.016990184783935547
500,4,True,False,False,10,0.018987655639648438
501,4,True,False,False,10,0.018989086151123047
502,4,True,False,False,10,0.01698780059814453
503,4,True,False,False,10,0.019989013671875
504,4,True,False,False,10,0.02698349952697754
505,4,True,False,False,10,0.020986318588256836
506,4,True,False,False,10,0.01798844337463379
507,4,True,False,False,10,0.017989635467529297
508,4,True,False,False,10,0.01699066162109375
509,4,True,False,False,10,0.017990589141845703
510,4,True,False,False,10,0.023984193801879883
511,4,True,False,False,10,0.015991687774658203
512,4,True,False,False,10,0.017987489700317383
513,4,True,False,False,10,0.021986722946166992
514,4,True,False,False,10,0.020986557006835938
515,4,True,False,False,10,0.016988515853881836
516,4,True,False,False,10,0.014990091323852539
517,4,True,False,False,10,0.016989946365356445
518,4,True,False,False,10,0.1269211769104004
519,4,True,False,False,10,0.014991044998168945
520,4,True,False,False,10,0.01699090003967285
521,4,True,False,False,10,0.020985126495361328
522,4,True,False,False,10,0.0239865779876709
523,4,True,False,False,10,0.02698516845703125
524,4,True,False,False,10,0.022988557815551758
525,4,True,False,False,10,0.0179903507232666
526,4,True,False,False,10,0.03198122978210449
527,4,True,False,False,10,0.024985551834106445
528,4,True,False,False,10,0.01798868179321289
529,4,True,False,False,10,0.016989946365356445
530,4,True,False,False,10,0.019987821578979492
531,4,True,False,False,10,0.018988847732543945
532,4,True,False,False,10,0.014989852905273438
533,4,True,False,False,10,0.014991044998168945
534,4,True,False,False,10,0.019988298416137695
535,4,True,False,False,10,0.030981779098510742
536,4,True,False,False,10,0.025985240936279297
537,4,True,False,False,10,0.024987220764160156
538,4,True,False,False,10,0.030978679656982422
539,4,True,False,False,10,0.026982545852661133
540,4,True,False,False,10,0.022984981536865234
541,4,True,False,False,10,0.018986940383911133
542,4,True,False,False,10,0.02098846435546875
543,4,True,False,False,10,0.019986391067504883
544,4,True,False,False,10,0.020987272262573242
545,4,True,False,False,10,0.021985292434692383
546,4,True,False,False,10,0.02298569679260254
547,4,True,False,False,10,0.0159914493560791
548,4,True,False,False,10,0.015988826751708984
549,4,True,False,False,10,0.017989397048950195
550,4,True,False,False,10,0.023985624313354492
551,4,True,False,False,10,0.023983478546142578
552,4,True,False,False,10,0.023984909057617188
553,4,True,False,False,10,0.019989728927612305
554,4,True,False,False,10,0.026981353759765625
555,4,True,False,False,10,0.01699042320251465
556,4,True,False,False,10,0.026982784271240234
557,4,True,False,False,10,0.022985219955444336
558,4,True,False,False,10,0.029981136322021484
559,4,True,False,False,10,0.0179898738861084
560,4,True,False,False,10,0.01898813247680664
561,4,True,False,False,10,0.0179903507232666
562,4,True,False,False,10,0.014992475509643555
563,4,True,False,False,10,0.018990755081176758
564,4,True,False,False,10,0.07695484161376953
565,4,True,False,False,10,0.17489242553710938
566,4,True,False,False,10,0.013992071151733398
567,4,True,False,False,10,0.026985645294189453
568,4,True,False,False,10,0.019986629486083984
569,4,True,False,False,10,0.0159914493560791
570,4,True,False,False,10,0.018990039825439453
571,4,True,False,False,10,0.017989635467529297
572,4,True,False,False,10,0.02498316764831543
573,4,True,False,False,10,0.015989303588867188
574,4,True,False,False,10,0.015990734100341797
575,4,True,False,False,10,0.015988826751708984
576,4,True,False,False,10,0.013989925384521484
577,4,True,False,False,10,0.02098870277404785
578,4,True,False,False,10,0.017988920211791992
579,4,True,False,False,10,0.021985292434692383
580,4,True,False,False,10,0.01598834991455078
581,4,True,False,False,10,0.02198648452758789
582,4,True,False,False,10,0.024982929229736328
583,4,True,False,False,10,0.02498602867126465
584,4,True,False,False,10,0.02698349952697754
585,4,True,False,False,10,0.02398371696472168
586,4,True,False,False,10,0.016988039016723633
587,4,True,False,False,10,0.02798295021057129
588,4,True,False,False,10,0.015990734100341797
589,4,True,False,False,10,0.017989158630371094
590,4,True,False,False,10,0.019989728927612305
591,4,True,False,False,10,0.026984453201293945
592,4,True,False,False,10,0.03198122978210449
593,4,True,False,False,10,0.015988588333129883
594,4,True,False,False,10,0.014991283416748047
595,4,True,False,False,10,0.01798868179321289
596,4,True,False,False,10,0.0179901123046875
597,4,True,False,False,10,0.016988754272460938
598,4,True,False,False,10,0.016988277435302734
599,4,True,False,False,10,0.015990495681762695
600,4,True,False,False,10,0.01798868179321289
601,4,True,False,False,10,0.015991687774658203
602,4,True,False,False,10,0.012990236282348633
603,4,True,False,False,10,0.01898813247680664
604,4,True,False,False,10,0.015988826751708984
605,4,True,False,False,10,0.019988298416137695
606,4,True,False,False,10,0.015990495681762695
607,4,True,False,False,10,0.018990278244018555
608,4,True,False,False,10,0.017989635467529297
609,4,True,False,False,10,0.22286176681518555
610,4,True,False,False,10,0.020986080169677734
611,4,True,False,False,10,0.01899099349975586
612,4,True,False,False,10,0.01898789405822754
613,4,True,False,False,10,0.015991687774658203
614,4,True,False,False,10,0.016988277435302734
615,4,True,False,False,10,0.01898932456970215
616,4,True,False,False,10,0.02198624610900879
617,4,True,False,False,10,0.016986846923828125
618,4,True,False,False,10,0.020986557006835938
619,4,True,False,False,10,0.01998734474182129
620,4,True,False,False,10,0.023985862731933594
621,4,True,False,False,10,0.023985862731933594
622,4,True,False,False,10,0.013990640640258789
623,4,True,False,False,10,0.017987728118896484
624,4,True,False,False,10,0.019984960556030273
625,4,True,False,False,10,0.025984525680541992
626,4,True,False,False,10,0.015990495681762695
627,4,True,False,False,10,0.01698780059814453
628,4,True,False,False,10,0.018987655639648438
629,4,True,False,False,10,0.021986007690429688
630,4,True,False,False,10,0.023984670639038086
631,4,True,False,False,10,0.016988754272460938
632,4,True,False,False,10,0.018988847732543945
633,4,True,False,False,10,0.0219881534576416
634,4,True,False,False,10,0.01699090003967285
635,4,True,False,False,10,0.021983623504638672
636,4,True,False,False,10,0.013992547988891602
637,4,True,False,False,10,0.025983333587646484
638,4,True,False,False,10,0.013993501663208008
639,4,True,False,False,10,0.02498650550842285
640,4,True,False,False,10,0.018987178802490234
641,4,True,False,False,10,0.019987821578979492
642,4,True,False,False,10,0.014990568161010742
643,4,True,False,False,10,0.01598978042602539
644,4,True,False,False,10,0.013991117477416992
645,4,True,False,False,10,0.016990184783935547
646,4,True,False,False,10,0.02298569679260254
647,4,True,False,False,10,0.017987728118896484
648,4,True,False,False,10,0.02298593521118164
649,4,True,False,False,10,0.022984981536865234
650,4,True,False,False,10,0.018988370895385742
651,4,True,False,False,10,0.01699042320251465
652,4,True,False,False,10,0.0199887752532959
653,4,True,False,False,10,0.016989707946777344
654,4,True,False,False,10,0.022983074188232422
655,4,True,False,False,10,0.04697060585021973
656,4,True,False,False,10,0.025984764099121094
657,4,True,False,False,10,0.017986536026000977
658,4,True,False,False,10,0.017987966537475586
659,4,True,False,False,10,0.018989086151123047
660,4,True,False,False,10,0.01898980140686035
661,4,True,False,False,10,0.015991926193237305
